acc_id,survival_time,amount_spent
106945,64,0.02309897851939396
53353,64,0.18508712759645074
92778,64,0.05755058000428551
22031,64,0.0
87505,64,0.0
119288,64,0.0
40465,1,0.0
96352,64,0.048888463059512784
61860,1,0.0
101220,64,0.014633727868820603
72535,64,0.15834612263436826
45200,8,1.6418648936228317
16985,21,0.0
29925,64,0.03609215393655306
114154,3,0.0
11653,8,0.0
53816,64,0.0
63627,29,0.0
85513,40,0.0243457983826567
118122,22,0.0
56796,8,0.0
35882,36,0.0
100571,64,0.05499131817969357
112232,64,0.046132334940721456
41636,64,0.0
116285,64,0.045837035499422384
111124,10,0.0
69350,64,0.015224326751418743
85112,64,0.030448653502837486
92045,64,0.0
121382,64,0.0890819981252196
105889,43,0.0
108739,64,0.0
128409,64,0.29503695290680465
68097,64,0.0
833,11,0.0
114413,56,0.0
11376,64,0.0
4253,64,0.0
27355,64,0.05151334698217119
49854,1,0.3281104903323005
8875,64,0.1235992217081776
12254,17,0.0
19885,64,0.0
13636,64,0.17278298420898947
129076,28,0.03481252302425709
48491,64,0.0
130391,64,0.1886307208920396
47581,64,0.0
1059,64,0.0
19089,29,0.0
35663,64,0.0
67988,13,0.1506683371605924
74846,58,0.2317772503707371
87986,64,0.01778358857601069
49249,39,0.0008530872748639814
125749,64,0.0
107648,64,0.0
91064,64,0.0
94107,64,0.1717330306399261
91696,64,0.015224326751418743
107052,64,0.0
115135,34,0.12537101835597206
102169,64,0.06263629260443618
73873,64,0.20254260568212912
79952,3,0.0
5280,64,0.0015421193045618124
40320,64,0.22045743845427276
111249,64,0.10095959787524887
54907,64,0.06152071693730635
47422,29,0.0
88160,64,0.11802134337252852
68714,59,0.016668012908880866
120507,24,0.0
106650,22,0.10499535690633616
106860,21,0.0
74578,64,0.0
16081,4,0.0
28497,30,0.05525380657195941
125159,64,0.4639810443789062
127042,27,0.0
12332,10,0.2549418509881975
50066,13,0.0
43012,64,0.0010171425200301318
78737,64,0.09226466988144293
102860,64,0.013846262692023084
49663,64,0.19548823013998468
102763,37,0.0
83485,64,0.3416614535830246
123360,64,0.0
95004,64,0.0
46113,64,0.05791150154365105
66841,6,0.0
31259,10,0.0
34927,7,0.0
100184,21,0.03468127882812417
15738,64,0.0
119115,18,0.4897049068209586
80719,64,0.13747829544923393
24172,26,0.03786395058434748
43073,64,0.038126438976613324
89177,64,0.030448653502837486
83034,2,3.4894550646840163
5007,8,0.0
117049,8,0.0
43448,64,0.3120986984040843
29245,7,0.4273311026087882
75449,64,0.0
29256,64,0.0
87135,8,0.0
112660,57,0.06890320296978311
2703,64,0.23738793975541944
21018,64,0.03609215393655306
4938,64,0.0015421193045618124
90473,64,0.0
122758,64,0.09751443772675973
20580,64,0.0
93523,58,0.00623409931631371
8454,8,0.0
70970,64,0.03609215393655306
111355,8,0.0
38961,59,0.03304072637646266
13907,6,0.010926079328065608
93464,24,0.10368291494500698
71149,1,1.5946169830149806
76834,34,0.04980717243244322
2094,64,0.058830210916581485
65058,23,0.014108751084288926
75383,64,0.030448653502837486
87548,64,0.0647361997425629
48757,64,0.24696876607312265
103706,29,0.015847736683050118
53574,64,0.2819781553915791
12277,64,0.08222448887727453
20448,1,0.0
68131,64,0.0010171425200301318
115708,14,0.007021564493111232
14191,64,0.12373046590431055
53330,64,0.16087257340992694
128874,8,0.0
22743,64,0.0
93653,64,0.028020635874378468
41344,64,0.0
60842,64,0.0
32126,29,0.0
32236,64,0.15408068626004834
56011,64,0.10834208390772564
50533,64,0.249298350554482
2414,64,0.0
117447,5,0.0
68514,64,0.2383066491283499
104393,64,0.2561230487533938
111447,40,0.11008106950648684
105417,64,0.0
107542,64,0.09502079800023423
64822,64,0.1014189525617141
60466,58,0.0
26930,64,0.2013285968678996
15722,3,0.6444746251107047
112065,40,0.0016405524516615027
127093,17,0.0
38805,64,0.3681399701528412
27970,2,6.152071693730634
99190,64,0.030448653502837486
124924,20,0.003281104903323005
21710,64,0.030448653502837486
74871,64,0.0
48593,3,0.0
17717,64,0.4348120217883647
83950,46,0.19306021251152564
124692,64,0.21993246166974104
112403,64,0.019949117812203872
117810,64,0.14436861574621224
24748,64,0.0
49805,64,0.0
98913,8,0.0
21403,64,0.009154282680271185
50763,41,0.0
64045,64,0.2439829606110987
105449,29,0.0
93334,64,0.0050857126001506575
82935,43,0.03520625561265585
116585,12,0.0
75232,64,0.06450652239933029
68005,64,0.0
33081,64,0.08146983474951022
69047,3,7.05709885921422
77117,39,0.007513730228609681
108691,64,0.03146579602286762
84381,23,0.23302407023399985
58974,64,0.11726668924476423
124037,64,0.0
77375,15,0.0
71119,64,0.0
88817,41,0.09603794052026436
55662,64,0.07044532227434493
120417,64,0.030448653502837486
18218,64,0.0
117155,8,0.0
76658,64,0.3536046754311203
30239,64,0.0
62642,64,0.03609215393655306
56049,64,0.19332270090379147
106537,12,0.0
44622,64,0.0
70711,64,0.3226310451437511
30543,64,0.030448653502837486
103793,23,0.0804526922294801
3185,64,0.030448653502837486
51434,64,0.0
1599,17,0.0
64229,64,0.4877362438789648
66328,27,0.025395751951720058
105842,22,1.3422672049004083
70064,1,0.0
112209,23,0.0
98670,64,0.0
127237,6,0.0
119292,64,0.0038388927368879157
77347,25,0.0
80860,1,0.0
32912,64,0.30222257264508195
45760,64,0.0
13515,29,0.0
97799,64,0.0
92757,58,0.2515623129377748
62891,30,0.03281104903323005
115798,64,0.03609215393655306
36769,9,0.20779237352744592
91891,64,0.0
117101,64,0.07005158968594617
83518,64,0.0
126208,64,0.2633742905897377
10391,37,0.01174635555389636
96525,10,0.0
36733,1,0.0
112769,64,0.0
21535,64,0.0
65376,39,0.0
11394,64,0.3830033753648944
24542,64,0.0
106161,55,0.0
78104,64,0.025067641461387763
107862,64,0.0
64263,34,0.6365343512446631
96740,64,0.0
46286,64,0.0
18734,64,0.12852087906316212
20433,8,0.0
31800,64,0.051480535933137964
24364,64,0.0
48799,3,0.7185619738277382
5017,16,0.09226466988144293
89978,64,0.016241469271448875
78079,64,0.2995320666243572
123907,64,0.030448653502837486
80602,64,0.060995740152774675
93309,64,0.020572527743835244
103791,64,0.0
75175,64,0.10647185411283153
69445,64,0.3691243016238381
106451,30,0.033959435749393106
125641,64,0.12405857639464285
19983,64,0.0
120315,64,0.2849967719026362
48985,28,0.11329655231174338
24496,8,0.0
16113,64,0.0
31435,1,0.0
27059,11,0.017882021723110382
92552,64,0.12231959079588164
83816,64,0.0
89949,64,0.2391925474522471
29549,64,0.03609215393655306
56494,64,0.25418719686043323
68443,64,0.0830775761521385
14210,64,0.0
25951,21,0.015454004094651357
59805,40,0.05003684977567583
98443,64,0.0486915967653134
14029,57,0.1637599457248512
4647,64,0.0
9852,64,0.0
85184,64,0.056041271748756935
89910,17,0.005774744629848489
22951,11,0.1771796647794423
25295,20,0.5542114292202889
58737,29,0.011319811916464369
31258,64,0.0
48274,22,0.0
40116,64,0.08222448887727453
125788,10,0.546960187383945
82393,64,0.20152546316209902
26573,64,0.12294300072751302
52220,44,0.0
88075,9,0.0
112658,18,0.003642026442688536
100009,29,0.0011155756671298216
83198,62,0.0
38150,64,0.0
100631,3,0.0
125809,21,0.08202762258307514
88372,36,0.08202762258307514
92271,20,0.04239187535093323
54853,29,0.0
17161,29,0.033598514210027575
8416,24,0.3171844110042349
102773,64,0.0
27221,64,0.0
22546,10,0.9044365666009864
101020,15,0.0
87982,64,0.0233614669116598
345,64,0.020999071381267238
99645,12,0.0
50012,8,0.0
117872,64,0.15401506416198188
73122,2,0.5364606516933114
50838,1,7.63185000512931
127754,64,0.05712403636685352
82759,10,0.0
42350,64,0.0
106226,64,0.0
86953,4,0.0
119181,64,0.0
31448,20,0.13190041711358486
75465,13,0.0
42645,64,0.0
18055,64,0.0
74156,64,0.030448653502837486
19380,64,0.016241469271448875
112123,11,0.0
58664,18,0.08202762258307514
48095,64,0.1468294444237045
4687,64,0.20191919575049772
94515,64,0.03156422916996731
53414,8,0.0
30459,57,0.01709455654631286
55195,29,0.0
33570,42,0.18531680493968333
60819,64,0.0
97329,64,0.0
103149,8,0.0
82038,36,0.0
104684,42,0.034910956171356776
62042,64,0.07293896200087041
127957,64,0.0010171425200301318
46363,40,0.0
5653,8,0.0
109641,16,0.0
59791,62,0.12701157080763353
129124,64,0.0
102446,21,0.0463948233329873
119056,9,0.0236895774019921
114878,64,0.2394222247954797
112806,1,0.0
78908,64,0.051480535933137964
100238,64,0.3447785032411814
60763,35,0.02785658062921232
66663,3,0.0
71487,7,0.0
16656,4,0.0
12895,57,0.0
27471,64,0.0
65500,64,0.0010171425200301318
6489,64,0.0
62549,24,0.7203993925735991
54514,39,0.16192252697899032
121726,64,0.0
49852,49,0.07116716535307599
10699,64,0.10919517118258963
30184,64,0.0
67715,64,0.15073395925865887
100429,64,0.07129840954920891
36419,64,0.28653889120719805
87875,29,0.0
18138,63,0.2717739191422445
105947,64,0.08222448887727453
130239,64,0.0
114279,64,0.0
115885,64,0.07792624145392138
126782,17,0.1538181978677825
5182,23,0.2995648776733904
83149,5,0.0
99496,64,0.048396297324014334
117281,64,0.0909522279201137
69187,64,0.016241469271448875
62909,64,0.32532155116447603
61177,64,0.0
10305,58,0.016799257105013787
57167,12,0.4648341316537702
119575,64,0.03553436610298815
75517,64,0.005118523649183889
61392,64,0.0
48689,64,0.06841103723428467
9296,20,0.08399628552506894
61136,64,0.015224326751418743
55331,22,0.0
29064,1,0.0
16889,32,0.016241469271448875
45661,28,0.02227870229356321
68410,1,0.7480919179576452
61903,64,0.0
35260,64,0.015388381996584898
34200,39,0.0
39178,1,0.0
120014,64,0.0
86381,16,0.0
28737,64,0.0
7403,5,0.0
110776,64,0.03609215393655306
79640,64,0.5263220375420433
77153,64,0.0
15373,64,0.00610285512018079
11460,43,0.002296773432326104
100623,64,0.0
88540,64,0.10365010389597376
41360,4,0.0
52853,64,0.04632920123492083
7316,64,0.14915902890506386
80091,64,0.0
70631,19,0.03592809869138691
77801,58,0.045640169205223007
108546,64,0.0
61786,64,0.08721176833032547
119304,21,0.0
101849,58,0.06975629024464709
