acc_id,survival_time
9,30
26,50
44,29
64,29
74,29
102,29
132,29
164,25
184,29
198,36
214,36
239,29
270,29
282,9
301,27
388,29
410,9
412,29
428,2
498,36
547,29
554,24
575,27
596,27
608,29
700,29
728,29
741,64
764,51
838,36
847,30
867,29
884,29
937,29
1010,29
1043,29
1052,23
1100,30
1103,1
1121,22
1162,9
1200,52
1213,24
1224,24
1247,60
1312,1
1327,29
1395,60
1433,22
1445,29
1453,29
1529,29
1546,9
1564,29
1574,9
1581,36
1602,29
1697,29
1698,29
1716,29
1726,24
1803,29
1819,29
1848,29
1865,43
1894,22
1918,23
1947,9
2011,29
2029,29
2033,9
2056,29
2086,1
2105,9
2127,29
2152,29
2235,29
2277,24
2289,29
2291,36
2320,9
2355,29
2424,29
2446,22
2495,29
2524,29
2636,36
2643,15
2646,29
2725,36
2752,9
2757,29
2799,23
2813,36
2838,29
2882,24
3012,1
3223,36
3224,29
3257,29
3268,36
3274,29
3295,22
3299,29
3305,29
3314,22
3331,29
3354,29
3385,23
3447,17
3451,29
3470,22
3472,1
3476,1
3487,29
3534,36
3572,29
3638,63
3647,29
3676,36
3681,1
3710,39
3747,29
3778,29
3783,23
3839,29
3884,29
4004,15
4020,41
4119,1
4134,29
4152,29
4154,27
4215,29
4300,27
4366,29
4388,36
4390,22
4405,23
4426,29
4428,29
4435,24
4477,24
4485,37
4486,9
4498,29
4509,9
4584,29
4619,29
4624,43
4639,36
4664,27
4669,26
4678,29
4686,15
4726,15
4755,29
4761,15
4789,29
4802,29
4874,29
4903,26
4921,29
4997,1
5001,29
5024,29
5031,15
5055,29
5066,43
5112,34
5119,29
5137,9
5146,37
5166,9
5174,9
5195,1
5217,23
5232,23
5277,29
5303,36
5328,9
5336,29
5342,29
5371,1
5386,29
5418,64
5426,29
5428,29
5484,25
5493,26
5502,27
5505,29
5524,36
5555,29
5661,29
5662,28
5668,9
5700,36
5706,22
5766,36
5828,29
5882,1
5897,30
6006,29
6008,3
6135,29
6160,29
6190,1
6204,42
6227,64
6252,29
6276,9
6286,29
6306,9
6397,29
6430,24
6458,9
6655,29
6660,29
6661,24
6668,22
6699,29
6725,15
6729,60
6732,29
6754,29
6761,9
6775,29
6806,29
6808,29
6819,29
6860,9
6873,1
6879,29
6894,9
6897,22
6904,29
6941,29
6949,29
6981,29
6989,29
7047,22
7096,1
7097,29
7109,41
7115,29
7310,29
7366,29
7367,29
7404,24
7483,9
7488,30
7500,36
7518,9
7527,23
7690,29
