acc_id,survival_time
1,47
3,43
9,1
14,11
26,57
27,29
32,31
44,43
45,39
49,31
64,22
68,30
71,29
74,43
78,10
84,19
90,57
102,22
115,29
117,23
130,64
131,23
132,22
135,15
141,29
151,15
164,29
165,29
177,29
179,29
182,15
184,27
187,36
190,42
198,64
214,29
221,1
225,32
227,37
230,64
231,29
239,30
240,64
245,64
249,57
252,15
258,50
270,1
275,50
282,1
300,43
301,29
303,36
313,61
317,29
321,32
323,50
333,23
336,29
377,36
381,29
386,29
387,25
388,29
392,43
397,36
402,31
410,1
412,29
415,29
428,50
435,29
440,16
441,29
445,58
461,29
464,21
489,8
491,29
493,1
498,17
501,1
503,37
505,29
511,50
513,64
515,22
520,29
524,43
547,61
552,3
554,1
558,29
564,64
565,29
566,29
567,29
572,52
575,50
584,1
594,64
595,36
596,18
605,50
607,36
608,23
613,1
618,43
620,15
627,1
628,37
631,29
634,32
673,36
679,43
688,17
690,43
693,29
700,3
702,36
706,50
708,22
713,29
718,36
728,60
732,36
741,59
750,22
754,8
756,64
759,1
764,3
769,25
774,64
806,29
816,57
828,15
834,15
836,25
838,54
842,43
847,64
851,29
852,29
855,59
860,29
864,31
865,49
866,64
867,62
872,22
876,50
877,27
879,9
884,19
885,60
888,36
903,50
905,25
910,44
921,36
926,29
930,28
934,29
937,22
948,29
949,64
965,31
971,22
974,64
977,15
978,1
980,36
982,44
990,11
996,29
997,1
1002,2
1010,22
1019,29
1027,43
1036,8
1043,1
1045,50
1052,29
1054,36
1063,25
1069,36
1081,50
1084,43
1087,29
1088,34
1099,29
1100,44
1102,29
1103,29
1114,35
1117,15
1121,64
1123,29
1130,50
1134,38
1135,8
1137,3
1141,29
1149,29
1155,8
1157,9
1162,1
1164,15
1166,25
1175,64
1179,29
1186,33
1200,3
1203,43
1205,29
1211,36
1213,1
1220,43
1224,29
1225,1
1230,29
1233,36
1235,29
1236,29
1247,64
1250,22
1257,29
1259,22
1297,1
1312,30
1323,29
1327,3
1336,23
1345,29
1354,36
1363,29
1365,29
1369,15
1372,23
1376,29
1377,22
1382,29
1395,61
1396,29
1399,29
1403,29
1410,29
1424,22
1428,1
1433,32
1445,11
1451,3
1453,64
1466,15
1493,22
1505,11
1509,29
1515,24
1527,22
1529,25
1540,25
1546,29
1559,29
1560,22
1561,50
1564,1
