acc_id,survival_time
1,22
3,31
9,23
14,17
26,64
27,29
32,29
44,43
45,16
49,64
64,50
68,30
71,29
74,16
78,4
84,15
90,50
102,23
115,29
117,47
130,29
131,17
132,15
135,22
141,50
151,36
164,31
165,29
177,24
179,32
182,29
184,43
187,16
190,41
198,64
214,15
221,1
225,15
227,64
230,28
231,29
239,64
240,44
245,46
249,50
252,8
258,50
270,1
275,25
282,1
300,18
301,50
303,36
313,48
317,22
321,4
323,23
333,10
336,36
377,16
381,15
386,29
387,33
388,22
392,33
397,29
402,58
410,1
412,25
415,6
428,31
435,50
440,29
441,36
445,3
461,36
464,64
489,36
491,29
493,1
498,22
501,1
503,64
505,29
511,36
513,64
515,15
520,43
524,36
547,23
552,1
554,33
558,29
564,64
565,51
566,29
567,15
572,34
575,29
584,1
594,19
595,23
596,9
605,29
607,15
608,22
613,1
618,36
620,15
627,1
628,36
631,15
634,16
673,36
679,64
688,29
690,30
693,29
700,1
702,36
706,29
708,15
713,29
718,30
728,50
732,50
741,54
750,22
754,50
756,64
759,1
764,24
769,64
774,48
806,43
816,43
828,50
834,29
836,64
838,12
842,29
847,43
851,15
852,50
855,13
860,15
864,10
865,38
866,8
867,2
872,41
876,64
877,48
879,9
884,33
885,47
888,29
903,24
905,25
910,64
921,36
926,28
930,27
934,29
937,1
948,58
949,26
965,52
971,22
974,64
977,59
978,22
980,36
982,36
990,11
996,8
997,1
1002,9
1010,60
1019,22
1027,19
1036,22
1043,1
1045,18
1052,64
1054,31
1063,17
1069,43
1081,31
1084,29
1087,50
1088,55
1099,36
1100,57
1102,29
1103,26
1114,20
1117,21
1121,36
1123,43
1130,27
1134,57
1135,23
1137,1
1141,43
1149,29
1155,29
1157,17
1162,8
1164,36
1166,31
1175,17
1179,29
1186,35
1200,1
1203,36
1205,36
1211,22
1213,9
1220,18
1224,29
1225,15
1230,16
1233,23
1235,29
1236,29
1247,64
1250,15
1257,22
1259,39
1297,1
1312,46
1323,29
1327,29
1336,55
1345,29
1354,22
1363,36
1365,29
1369,20
1372,28
1376,29
1377,50
1382,36
1395,24
1396,36
1399,49
1403,43
1410,29
1424,30
1428,1
1433,22
1445,34
1451,2
1453,51
1466,15
1493,22
1505,22
1509,22
1515,32
1527,22
1529,5
1540,11
1546,57
1559,43
1560,29
1561,30
1564,1
1570,29
1574,29
1575,22
1576,1
1580,29
1581,36
1592,26
1598,1
1602,42
1611,29
1614,60
1617,29
1636,36
1637,64
1645,15
1651,64
1657,37
1682,1
1692,36
1697,1
1698,64
1702,64
1704,29
1716,43
1719,1
1726,26
1729,8
1745,34
1759,3
1778,16
1786,64
1794,36
1801,64
1803,64
1819,29
1821,43
1826,43
1848,64
1865,26
1867,29
1878,35
1883,2
1894,61
1904,29
1909,57
1917,29
1918,43
1922,43
1923,15
1928,58
1947,1
1994,29
1995,37
1997,22
2004,23
2010,25
2011,28
2029,36
2033,22
2038,29
2046,44
2047,36
2049,1
2050,31
2056,11
2063,1
2071,22
2072,22
2086,64
2096,1
2102,50
2105,38
2116,24
2121,36
2122,64
2127,29
2129,64
2135,36
2138,29
2152,25
2154,15
2159,1
2168,36
2176,50
2177,22
2181,15
2185,53
2191,29
2204,36
2212,29
2220,57
2230,31
2231,64
2233,29
2235,23
2241,18
2268,43
2277,24
2283,22
2289,64
2291,30
2302,15
2310,36
2318,64
2320,26
2324,1
2351,20
2355,36
2363,36
2368,10
2374,6
2383,57
2397,29
2407,36
2419,29
2424,41
2431,31
2446,29
2450,8
2456,29
2459,36
2483,64
2494,23
2495,24
2499,1
2511,8
2517,20
2524,23
2541,22
2553,8
2555,43
2569,29
2573,17
2574,11
2580,36
2585,1
2598,29
2603,21
2610,24
2620,29
2622,50
2623,1
2631,15
2632,18
2636,64
2643,4
2646,64
2656,22
2676,1
2680,48
2684,1
2686,29
2691,29
2700,1
2711,23
2715,8
2725,64
2731,43
2752,1
2755,36
2757,64
2778,1
2792,31
2794,43
2797,29
2798,64
2799,36
2804,1
2807,37
2813,36
2814,22
2820,50
2821,21
2831,39
2838,1
2839,29
2845,29
2858,36
2860,1
2861,64
2864,8
2879,15
2882,19
2883,60
2899,8
2945,1
2954,43
2957,64
2985,25
2998,1
3006,32
3012,1
3016,50
3017,24
3024,22
3031,37
3033,23
3047,50
3051,50
3054,15
3061,15
3066,56
3078,22
3091,29
3095,23
3103,22
3104,40
3109,15
3110,50
3112,28
3123,29
3133,15
3138,8
3152,9
3154,1
3155,36
3156,30
3157,23
3160,27
3164,23
3183,36
3199,15
3210,29
3212,22
3223,4
3224,22
3228,32
3249,35
3257,22
3264,29
3265,3
3268,64
3270,64
3274,1
3275,29
3276,64
3289,36
3295,50
3299,35
3302,29
3305,29
3308,30
3311,15
3312,60
3313,29
3314,36
3331,46
3337,15
3339,22
3341,18
3346,43
3354,21
3355,22
3357,58
3359,1
3365,21
3370,1
3373,36
3376,1
3384,50
3385,1
3414,1
3415,50
3431,29
3438,20
3439,24
3447,61
3451,23
3453,22
3459,31
3460,41
3463,27
3468,9
3470,24
3472,22
3473,43
3476,2
3482,10
3483,64
3486,30
3487,23
3494,22
3500,1
3506,1
3521,17
3522,54
3534,2
3538,32
3552,22
3561,36
3571,29
3572,36
3573,50
