acc_id,survival_time
7,16
15,50
16,22
19,36
22,33
24,22
39,36
55,29
56,39
70,60
80,36
87,36
89,29
105,43
107,64
108,63
109,58
110,22
114,17
118,40
143,29
146,50
153,36
157,22
159,8
175,29
178,29
185,20
195,29
197,36
206,36
211,36
224,29
236,22
244,29
254,22
278,29
293,36
306,25
307,31
332,10
348,30
357,29
364,36
379,36
380,17
395,43
399,36
417,1
422,26
430,29
432,41
438,42
448,1
455,29
466,29
469,40
478,1
482,43
509,47
514,29
530,22
535,29
551,29
573,18
580,43
585,29
601,64
609,57
639,41
649,11
658,36
660,36
670,43
675,43
707,4
709,8
727,29
739,22
746,64
749,29
752,17
773,22
780,24
788,15
789,29
801,1
803,55
821,42
822,29
824,1
837,2
844,29
846,62
854,26
859,19
869,2
871,30
874,25
891,15
901,64
916,29
917,43
922,29
925,8
928,50
940,29
943,29
952,29
954,29
960,31
963,36
970,2
975,36
991,22
993,64
994,58
999,36
1016,29
1032,29
1039,36
1048,1
1053,15
1072,25
1080,29
1083,55
1128,31
1140,22
1147,57
1148,22
1151,29
1152,29
1158,29
1160,24
1165,8
1171,29
1172,24
1178,1
1181,8
1182,36
1188,64
1194,43
1195,1
1204,1
1207,43
1217,22
1226,29
1227,50
1228,36
1234,8
1237,29
1238,29
1243,1
1246,14
1251,29
1253,15
1261,23
1262,54
1266,11
1278,1
1280,24
1283,28
1294,15
1308,50
1320,15
1321,36
1351,64
1364,24
1373,45
1380,64
1386,32
1391,29
1393,22
1394,8
1404,8
1408,29
1418,1
1425,9
1443,17
1454,23
1465,29
1469,22
1477,18
1508,29
1533,36
1544,32
1545,41
1567,8
1578,50
1582,29
1583,36
1584,29
1590,1
1620,29
1631,1
1640,44
1643,64
1647,43
1653,64
1656,29
1660,64
1679,36
1683,22
1695,35
1701,43
1708,30
1717,8
1718,28
1720,36
1723,36
1739,43
1740,1
1742,29
1749,27
1750,29
1762,24
1772,64
1773,35
1777,2
1788,15
1789,36
1791,29
1792,29
1793,20
1796,29
1799,43
1805,29
1809,24
1810,1
1812,58
1832,1
1835,1
1847,29
1885,43
1890,57
1891,9
1895,29
1911,34
1925,43
1931,29
1932,15
1946,29
1948,29
1959,36
1960,23
1963,43
1964,29
1980,29
1983,45
1987,43
1992,36
2003,30
2006,43
2009,50
2012,2
2019,8
2067,22
2087,29
2089,1
2093,29
2095,29
2106,1
2113,36
2131,1
2136,25
2141,29
2146,36
2148,50
2149,50
2153,64
2165,29
2167,1
2170,22
2171,8
2199,29
2205,25
2209,17
2214,47
2218,29
2226,36
2239,29
2246,1
2261,58
2286,24
2303,18
2306,1
2309,25
2316,50
2322,36
2331,36
2339,50
2347,8
2352,29
2358,29
2361,38
2364,29
2371,36
2386,43
2387,50
2390,8
2392,39
2396,64
2401,29
2440,36
2444,29
2464,1
2469,29
2471,22
2489,11
2490,29
2491,39
2496,29
2501,37
2512,29
2536,43
2546,25
2547,36
2579,11
2583,19
2590,36
2591,29
2600,36
2602,29
2609,8
2613,1
2618,1
2633,50
2650,40
2653,36
2655,22
2660,43
2661,29
2663,22
2667,11
2677,25
2689,36
2695,29
2699,29
2702,29
2714,4
2721,29
2741,29
2742,25
2756,50
2762,28
2767,25
2768,29
2773,22
2774,29
2777,29
2809,29
2811,8
2815,3
2824,43
2833,36
2866,1
2885,29
2896,29
2910,36
2913,8
2917,29
2918,36
2921,29
2930,50
2935,29
2936,36
2953,1
2956,2
2962,22
2963,37
2965,12
2977,1
2980,29
2981,29
2994,7
3002,16
3009,55
3015,29
3028,36
3038,29
3040,29
3064,44
3069,64
3072,1
3075,58
3083,29
3088,50
3101,29
3106,50
3115,29
3120,29
3149,8
3153,64
3167,57
3174,15
3175,29
3179,37
3180,35
3186,1
3188,15
3192,29
3195,36
3197,22
3202,50
3209,1
3219,29
3243,29
3256,29
3260,29
3273,40
3284,8
3287,29
3301,29
3303,29
3332,1
3335,29
3349,43
3356,29
3358,29
3360,29
3361,50
3393,43
3398,8
3408,50
3409,1
3426,1
3430,36
3437,23
3465,50
3479,64
3480,29
3492,58
3493,22
3497,29
