acc_id,survival_time
8,29
9,29
14,29
18,51
19,29
20,29
26,64
28,64
38,22
49,64
58,8
59,51
65,18
68,29
69,29
74,29
78,64
79,43
85,29
86,64
90,38
97,64
117,29
132,29
137,43
144,64
150,35
163,29
164,36
179,64
184,64
185,29
198,64
205,29
214,15
227,36
230,64
231,29
239,29
240,9
245,64
249,57
252,64
258,57
264,64
270,29
274,29
277,64
283,29
287,43
300,64
301,50
312,29
313,1
323,29
333,50
337,64
340,29
344,64
362,8
369,36
377,29
380,29
386,29
387,43
388,29
397,29
412,22
416,8
418,43
432,29
440,18
445,36
446,29
456,29
460,1
464,28
465,29
469,29
476,29
492,64
498,29
503,36
510,37
511,29
513,44
520,11
527,1
529,29
547,43
554,43
555,29
560,36
563,29
564,25
565,29
571,29
572,8
574,29
575,43
577,29
584,29
587,32
596,22
600,50
601,43
605,29
609,29
614,15
625,29
628,29
634,43
654,29
660,29
665,8
667,29
668,29
673,38
674,29
678,64
679,29
687,29
688,22
691,36
709,29
710,29
712,22
714,29
718,29
722,29
729,29
741,29
747,29
751,29
752,31
756,29
764,22
769,29
774,30
794,43
798,50
800,22
812,29
816,29
821,20
834,36
836,64
844,8
847,64
856,29
860,64
866,64
867,29
875,29
877,36
879,30
881,22
883,23
885,36
906,1
908,29
910,64
912,30
921,43
924,24
937,22
942,43
948,31
949,64
956,29
965,41
974,64
980,36
981,29
993,23
1004,64
1017,29
1024,1
1027,57
1036,8
1043,36
1052,29
1059,64
1063,31
1084,36
1089,29
1092,51
1099,29
1100,64
1102,29
1103,36
1109,64
1114,29
1119,22
1124,29
1130,29
1134,64
1135,29
1136,43
1138,33
1141,29
1175,64
1184,32
1192,29
1200,8
1201,64
1205,29
1217,29
1218,64
1220,58
1224,29
1226,29
1236,57
1237,29
1238,29
1247,36
1251,43
1253,43
1259,22
1262,29
1264,29
1270,36
1271,64
1273,29
1312,49
1318,22
1338,43
1351,29
1362,36
1365,43
1366,64
1376,29
1382,29
1383,8
1395,28
1396,29
1399,64
1407,22
1423,43
1433,29
1434,22
1438,8
1439,43
1453,64
1454,29
1457,64
1461,64
1473,8
1475,22
1476,29
1493,29
1516,64
1519,64
1527,50
1533,50
1540,43
1553,29
1557,36
1561,31
1570,29
1574,29
1577,29
1580,29
1582,29
1592,64
1594,29
1602,28
1607,43
1614,29
1623,29
1628,64
1635,29
1636,36
1637,57
1646,64
1647,29
1651,64
1660,29
1669,29
1678,29
1686,50
1698,29
1701,36
1702,29
1706,8
1716,29
1720,8
1722,44
1732,64
1735,29
1742,29
1748,29
1786,22
1801,22
1802,51
1803,43
1807,29
1812,29
1819,29
1821,43
1822,29
1824,64
1833,29
1834,64
1838,29
1847,29
1858,36
1883,29
1884,8
1895,29
1898,8
1903,29
1923,50
1928,29
1929,43
1937,50
1942,22
1949,43
1971,30
1975,29
1983,29
1987,8
1995,8
1997,29
2002,22
2010,25
2011,29
2020,8
2031,64
2033,22
2039,36
2041,29
2043,50
2046,29
2056,29
2058,22
2062,29
2063,29
2081,29
2086,29
2098,29
2099,10
2103,44
2105,36
2106,29
2117,29
2119,1
2121,29
2122,5
2124,29
2127,43
2129,9
2133,24
2135,24
2136,29
2146,50
2151,36
2152,39
2154,14
2155,15
2168,58
2177,29
2187,29
2191,64
2192,22
2212,43
2216,8
2217,29
2218,29
2223,15
2230,40
2231,29
2232,22
2235,29
2245,18
2251,8
2257,29
2261,29
2265,29
2266,29
2267,64
2268,27
2278,29
2282,22
2289,29
2291,29
2294,8
2302,64
2316,55
2318,29
2322,29
2331,29
2341,64
2342,8
2343,64
2351,43
2352,43
2353,15
2354,44
2364,29
2373,4
2381,1
2383,29
2394,51
2409,29
2420,8
2421,29
2428,29
2446,61
2461,36
2472,51
2483,64
2493,29
2495,43
2499,43
2501,29
2511,29
2516,64
2535,64
2543,50
2549,29
2556,58
2561,29
2566,29
2573,22
2574,43
2578,8
2579,12
2593,29
2597,29
2600,29
2602,29
2622,15
2623,8
2629,58
2636,57
2639,29
2643,29
2656,29
2660,29
2662,36
2664,29
2669,29
2670,10
2680,22
2681,64
2686,43
2688,29
2690,29
2691,43
2700,22
2703,29
2711,29
2714,29
2716,29
2725,59
2731,29
2736,29
2740,29
2743,29
2764,29
2767,1
2789,8
2794,36
2798,18
2802,29
2803,29
2814,29
2826,29
2831,64
2835,29
2840,29
2841,64
2845,36
2847,22
2868,64
2882,29
2884,18
2886,29
2894,29
2895,29
2905,58
2909,29
2910,64
2927,37
2937,8
2947,36
2954,29
2957,29
2964,43
2965,52
2977,29
2985,25
2997,29
2998,25
3000,31
3013,29
3015,29
3024,19
3025,29
3027,29
3029,8
3031,36
3040,8
3065,48
3069,29
3071,29
3075,29
3097,29
3099,36
3103,22
3104,46
3112,22
3115,29
3123,29
3126,64
3139,29
3141,43
3144,43
3152,29
3153,29
3154,29
3155,29
3157,29
3160,57
3164,64
3165,64
3167,64
3169,8
