acc_id,survival_time,amount_spent
12351.0,62.0,0.15889989380120864
124997.0,50.0,0.017463928641846864
91444.0,42.0,0.15532735191583427
113169.0,45.0,0.03581039262642848
68702.0,56.0,0.11731970760941553
36632.0,42.0,-0.42883959686456213
63879.0,64.0,0.14364974690746368
38144.0,62.0,0.06553811311564553
36623.0,49.0,0.11156930564689228
125123.0,57.0,0.16104129189545663
85629.0,50.0,0.13040198027275082
107469.0,54.0,0.11221794307094875
53213.0,53.0,0.01594433605595186
103138.0,34.0,0.09140970153231223
103197.0,42.0,0.022918887714772174
9377.0,51.0,0.12427187703393046
79341.0,53.0,0.09177989942471974
59243.0,52.0,0.05407939410854123
65314.0,19.0,0.20296956218498866
65847.0,62.0,0.12871961913363605
100263.0,30.0,0.06505296813503883
118914.0,49.0,0.14651463167521486
56343.0,42.0,1.8387766608987923
78693.0,45.0,0.09575485337593531
14679.0,62.0,0.16851672955654545
129379.0,56.0,0.11596777788411476
71362.0,54.0,0.11924603759404112
89622.0,43.0,0.30411635900622935
34063.0,28.0,-0.23032243188897064
31179.0,46.0,0.03419827451406432
17899.0,46.0,0.032365131091614964
89301.0,54.0,0.013164243058478898
112288.0,21.0,0.1732399722436521
31967.0,20.0,0.20296956218498866
606.0,54.0,0.19694364514201138
96541.0,55.0,0.1113257550167612
100009.0,43.0,0.05037311227972292
101503.0,45.0,0.3555605100244689
90950.0,45.0,0.1909068216817522
10498.0,42.0,-0.31369156448877017
102833.0,59.0,0.1165275369938043
29817.0,45.0,0.11515441863693583
83009.0,57.0,0.13100529528284013
25990.0,41.0,0.08552821085624729
73189.0,51.0,0.18095666256504764
92345.0,42.0,-0.004332404675974325
96832.0,43.0,0.1316767687263546
63778.0,56.0,0.2548145493569956
75458.0,37.0,0.17802337240742072
12771.0,41.0,0.09560968671086259
94612.0,57.0,0.15523067888331465
118095.0,38.0,0.14200139633397604
45685.0,56.0,0.13110742790521895
78844.0,60.0,0.12342270050078655
110309.0,22.0,0.1971464163946614
16958.0,58.0,0.10482551630038703
55290.0,54.0,0.12520110220833316
94368.0,36.0,0.07946710272840594
69398.0,46.0,0.15086358610822906
98973.0,41.0,0.10455161547401771
36779.0,55.0,0.13082522275023903
129576.0,38.0,0.08738235505204571
129788.0,61.0,0.1331229291941226
4106.0,63.0,0.17646124693526766
95799.0,24.0,0.047956853692063414
44065.0,44.0,0.16095279509230367
124827.0,39.0,0.06518080533349972
111275.0,38.0,0.43299699075182096
66707.0,52.0,0.10241447664784821
9364.0,26.0,0.014908637741113952
95357.0,57.0,0.12200115437423503
130295.0,32.0,0.08324705146155638
116343.0,37.0,0.05272808319737592
69794.0,52.0,0.09391836301921345
94774.0,21.0,0.2712382645389869
86378.0,57.0,0.12371930139612997
53159.0,56.0,0.13287754331138082
37268.0,24.0,1.124158828385659
6232.0,49.0,0.14269154712850374
126048.0,50.0,0.06654473001607085
29899.0,26.0,0.09444363256015634
11635.0,40.0,0.09317488545941167
48231.0,63.0,0.14943239701332242
107782.0,53.0,0.11837647268865537
96405.0,58.0,0.1203138049221378
81064.0,53.0,0.1364386521005986
25802.0,58.0,0.12321606896234803
57490.0,52.0,0.10413660076739639
42166.0,33.0,-0.02225364397449841
46692.0,49.0,0.03123932536081614
41064.0,53.0,0.06646458462361865
21640.0,53.0,0.11678513855001545
45674.0,43.0,0.05532603411015886
78615.0,52.0,0.045403594895775515
21639.0,41.0,0.07805241904753253
266.0,59.0,0.1236676222170693
